,Date,NYA
706,2012-10-19,8324.150390625
707,2012-10-22,8329.1904296875
708,2012-10-23,8195.3095703125
709,2012-10-24,8179.259765625
710,2012-10-25,8211.91015625
711,2012-10-26,8190.2001953125
712,2012-10-31,8221.3896484375
713,2012-11-01,8311.3603515625
714,2012-11-02,8234.91015625
715,2012-11-05,8240.259765625
716,2012-11-06,8312.349609375
717,2012-11-07,8138.81005859375
718,2012-11-08,8050.830078125
719,2012-11-09,8053.56982421875
720,2012-11-12,8054.06982421875
721,2012-11-13,8023.22998046875
722,2012-11-14,7903.419921875
723,2012-11-15,7896.8798828125
724,2012-11-16,7931.5498046875
725,2012-11-19,8080.2900390625
726,2012-11-20,8086.419921875
727,2012-11-21,8112.18017578125
728,2012-11-23,8225.509765625
729,2012-11-26,8197.5703125
730,2012-11-27,8150.7900390625
731,2012-11-28,8207.3603515625
732,2012-11-29,8256.0703125
733,2012-11-30,8260.4296875
734,2012-12-03,8223.5400390625
735,2012-12-04,8223.8701171875
736,2012-12-05,8264.7998046875
737,2012-12-06,8280.9296875
738,2012-12-07,8314.2900390625
739,2012-12-10,8322.6796875
740,2012-12-11,8366.4697265625
741,2012-12-12,8380.8798828125
742,2012-12-13,8338.3203125
743,2012-12-14,8333.73046875
744,2012-12-17,8407.009765625
745,2012-12-18,8499.349609375
746,2012-12-19,8463.8203125
747,2012-12-20,8516.4296875
748,2012-12-21,8443.16015625
749,2012-12-24,8420.5498046875
750,2012-12-26,8395.490234375
751,2012-12-27,8399.830078125
752,2012-12-28,8316.169921875
753,2012-12-31,8443.509765625
754,2013-01-02,8632.009765625
755,2013-01-03,8607.7900390625
756,2013-01-04,8667.6796875
757,2013-01-07,8636.91015625
758,2013-01-08,8604.3798828125
759,2013-01-09,8636.099609375
760,2013-01-10,8713.759765625
761,2013-01-11,8712.400390625
762,2013-01-14,8717.4501953125
763,2013-01-15,8733.099609375
764,2013-01-16,8710.5595703125
765,2013-01-17,8766.5498046875
766,2013-01-18,8792.6298828125
767,2013-01-22,8832.75
768,2013-01-23,8828.66015625
769,2013-01-24,8856.58984375
770,2013-01-25,8904.51953125
771,2013-01-28,8880.01953125
772,2013-01-29,8935.6396484375
773,2013-01-30,8904.3203125
774,2013-01-31,8883.7900390625
775,2013-02-01,8965.1201171875
776,2013-02-04,8852.8203125
777,2013-02-05,8920.1298828125
778,2013-02-06,8934.240234375
779,2013-02-07,8893.75
780,2013-02-08,8935.240234375
781,2013-02-11,8919.01953125
782,2013-02-12,8957.6103515625
783,2013-02-13,8955.6103515625
784,2013-02-14,8953.0703125
785,2013-02-15,8933.2197265625
786,2013-02-19,9004.3798828125
787,2013-02-20,8883.6201171875
788,2013-02-21,8810.2900390625
789,2013-02-22,8894.6298828125
790,2013-02-25,8719.41015625
791,2013-02-26,8766.169921875
792,2013-02-27,8875.330078125
793,2013-02-28,8868.7197265625
794,2013-03-01,8874.1904296875
795,2013-03-04,8901.0498046875
796,2013-03-05,8978.08984375
797,2013-03-06,8996.9697265625
798,2013-03-07,9013.4404296875
799,2013-03-08,9054.4501953125
800,2013-03-11,9082.240234375
801,2013-03-12,9059.9599609375
802,2013-03-13,9057.01953125
803,2013-03-14,9127.9697265625
804,2013-03-15,9116.6796875
805,2013-03-18,9045.4404296875
806,2013-03-19,9017.669921875
807,2013-03-20,9081.08984375
808,2013-03-21,9009.66015625
809,2013-03-22,9065.7998046875
810,2013-03-25,9022.9501953125
811,2013-03-26,9083.7099609375
812,2013-03-27,9070.4501953125
813,2013-03-28,9107.0400390625
814,2013-04-01,9107.759765625
815,2013-04-02,9092.900390625
816,2013-04-03,8983.400390625
817,2013-04-04,9027.830078125
818,2013-04-05,9000.25
819,2013-04-08,9051.58984375
820,2013-04-09,9088.3798828125
821,2013-04-10,9189.08984375
822,2013-04-11,9234.01953125
823,2013-04-12,9188.259765625
824,2013-04-15,8953.9404296875
825,2013-04-16,9086.4296875
826,2013-04-17,8948.3603515625
827,2013-04-18,8921.1796875
828,2013-04-19,8994.1201171875
829,2013-04-22,9019.919921875
830,2013-04-23,9113.7998046875
831,2013-04-24,9146.4599609375
832,2013-04-25,9188.8603515625
833,2013-04-26,9169.8896484375
834,2013-04-29,9245.2197265625
835,2013-04-30,9276.8798828125
836,2013-05-01,9175.7900390625
837,2013-05-02,9246.73046875
838,2013-05-03,9340.4697265625
839,2013-05-06,9348.900390625
840,2013-05-07,9409.009765625
841,2013-05-08,9463.3203125
842,2013-05-09,9409.23046875
