"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PAA","Plains All American Pipeline, L.P.","16.23","11815903788.48","n/a","1998","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","16.58","3017659629.22","n/a","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/pagp",
"PLUG","Plug Power, Inc.","4.25","1240199546.5","n/a","1999","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/plug",
"PDS","Precision Drilling Corporation","1.23","341078758.92","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pds",
"PNRG","PrimeEnergy Resources Corporation","139.7","280150887.5","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pnrg",
"PFIE","Profire Energy, Inc.","1.43","67775497.79","n/a","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/pfie",
"PUMP","ProPetro Holding Corp.","9.62","967937848.8","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/pump",
"QEP","QEP Resources, Inc.","2.91","691974079.8","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/qep",
"QES","Quintana Energy Services Inc.","2.34","78278056.74","n/a","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/qes",
"METC","Ramaco Resources, Inc.","3.05","124848184.55","n/a","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/metc",
"RRC","Range Resources Corporation","3.2","804565760","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rrc",
"RNGR","Ranger Energy Services, Inc.","6.95","108707549.3","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rngr",
"RCON","Recon Technology, Ltd.","2.0453","9428683.6931","n/a","2009","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rcon",
"REI","Ring Energy, Inc.","2.11","143082499.21","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rei",
"ROSE","Rosehill Resources Inc.","0.9101","40283044.6018","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rose",
"ROSEU","Rosehill Resources Inc.","1.45","0","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/roseu",
"ROSEW","Rosehill Resources Inc.","0.051","0","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rosew",
"RES","RPC, Inc.","3.94","845129298.68","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/res",
"SBR","Sabine Royalty Trust","38.03","554452490.35","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbr",
"SAEX","SAExploration Holdings, Inc.","2.89","12400114.33","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/saex",
"SJT","San Juan Basin Royalty Trust","2.36","109996758.56","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sjt",
"SNMP","Sanchez Midstream Partners LP","0.4538","9115941.207","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snmp",
"SD","SandRidge Energy, Inc.","2.76","98737926.36","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sd",
"PER","SandRidge Permian Trust","1.08","56700000","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/per",
"SSL","Sasol Ltd.","15.34","9699262776.06","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ssl",
"SLB","Schlumberger N.V.","34.42","47655018174.9","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/slb",
"SDRL","Seadrill Limited","1.39","139310758.13","n/a","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sdrl",
"WTTR","Select Energy Services, Inc.","7.11","742064912.46","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",
"SHLX","Shell Midstream Partners, L.P.","20.24","4721780228.88","n/a","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/shlx",
"SBOW","SilverBow Resorces, Inc.","4.77","56208945.42","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbow",
"SM","SM Energy Company","9.36","1056343045.68","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sm",
"SOI","Solaris Oilfield Infrastructure, Inc.","11.92","567242833.12","n/a","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/soi",
"SWN","Southwestern Energy Company","1.66","898552897.16","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/swn",
"SRLP","Sprague Resources LP","16.02","364421502.18","n/a","2013","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/srlp",
"SU","Suncor Energy  Inc.","29.1","44584218513.9","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/su",
"SNDE","Sundance Energy Inc. ","10.165","69891205.88","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snde",
"SUN","Sunoco LP","31.12","2575186255.12","n/a","2012","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/sun",
"SDPI","Superior Drilling Products, Inc.","0.7589","19046682.475","n/a","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/sdpi",
"SPN","Superior Energy Services, Inc.","5.26","7724278.44","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/spn",
"TALO","Talos Energy, Inc.","18.64","1010231781.76","n/a","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/talo",
"FTI","TechnipFMC plc","16.82","7519629380.94","n/a","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/fti",
"TELL","Tellurian Inc.","6.87","1663965676.14","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tell",
"TGC","Tengasco, Inc.","0.6163","6573585.8393","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tgc",
"TTI","Tetra Technologies, Inc.","1.47","184544720.22","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tti",
"TPL","Texas Pacific Land Trust","802.1","6221212727.6","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tpl",
"THR","Thermon Group Holdings, Inc.","20.99","690252455.76","n/a","2011","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/thr",
"TRCH","Torchlight Energy Resources, Inc.","0.615","49105139.94","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/trch",
"TOT","Total S.A.","49.41","127744814703.42","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tot",
"TPIC","TPI Composites, Inc.","22.46","790158656.76","n/a","2016","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tpic",
"TAT","Transatlantic Petroleum Ltd","0.364","22651741.112","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tat",
"TGA","TransGlobe Energy Corporation","1.28","92853850.88","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tga",
"RIG","Transocean Ltd.","4.75","2906342742.5","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rig",
"TREC","Trecora Resources","6.65","164354617","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/trec",
"USEG","U.S. Energy Corp.","4","5362332","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/useg",
"USWS","U.S. Well Services, Inc.","1.28","87506144","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.1328","0","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/uswsw",
"UNT","Unit Corporation","0.3144","17459135.9832","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/unt",
"EGY","VAALCO Energy, Inc. ","2.21","129036383.84","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/egy",
"VAL","Valaris plc","5.23","1037512661.86","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/val",
"VLO","Valero Energy Corporation","84.04","34511255597.28","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/vlo",
"VET","Vermilion Energy Inc.","14.23","2224000652.25","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vet",
"VTNR","Vertex Energy, Inc","1.32","55241215.92","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/vtnr",
"VNOM","Viper Energy Partners LP","22.11","3390867626.19","n/a","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vnom",
"VIST","Vista Oil & Gas, S.A.B. de C.V.","7.4","643316469.2","n/a","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vist",
"VOC","VOC Energy Trust","4.24","72080000","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/voc",
"WTI","W&T Offshore, Inc.","4.06","571202995.58","n/a","2005","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/wti",
"HCC","Warrior Met Coal, Inc.","20.11","1027050036.88","n/a","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/hcc",
"WPRT","Westport Fuel Systems Inc","2.51","336590467.88","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wprt",
"WLL","Whiting Petroleum Corporation","4.1","374328794.6","n/a","2003","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/wll",
"WWD","Woodward, Inc.","118.84","7391416254.28","n/a","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/wwd",
"INT","World Fuel Services Corporation","39.35","2573186572.15","n/a","n/a","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/int",
"WPX","WPX Energy, Inc.","12.08","5036670968.88","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/wpx",
"YPF","YPF Sociedad Anonima","9.86","3878064138.98","n/a","1993","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/ypf",
"YUMA","Yuma Energy, Inc.","3.07","4764606.23","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/yuma",
"ZN","Zion Oil ","0.2672","26083279.5008","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/zn",
"ZNWAA","Zion Oil ","n/a","0","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/znwaa",
